Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2021 - December 31  2021
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1513538","820 Comm Ave  Booth Theatre - Front Entrance","Smart","Single Stream","Not Ready","20%","03/27/2021 09:21","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Fullness","80%","03/27/2021 09:33","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","03/27/2021 10:22","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","80%","03/27/2021 10:27","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Fullness","80%","03/27/2021 10:45","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","60%","03/27/2021 13:04","-"
"1526461","745 Comm Ave (Behind Building)","Smart","Single Stream","Not Ready","0%","03/27/2021 17:19","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","100%","03/28/2021 06:23","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","40%","03/28/2021 06:26","-"
"1526463","718 Comm Ave","Smart Max","Waste","Fullness","60%","03/28/2021 06:28","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","03/28/2021 06:30","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart Max","Waste","Fullness","60%","03/28/2021 06:34","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","80%","03/28/2021 06:38","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","80%","03/28/2021 06:45","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","60%","03/28/2021 06:50","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","40%","03/28/2021 06:54","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","20%","03/28/2021 06:56","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","03/28/2021 07:03","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","20%","03/28/2021 07:20","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Fullness","80%","03/28/2021 07:34","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Fullness","60%","03/28/2021 07:34","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","60%","03/28/2021 07:38","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","100%","03/28/2021 07:46","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","03/28/2021 07:47","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","20%","03/28/2021 09:21","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","0%","03/28/2021 19:23","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","100%","03/29/2021 07:17","-"
"1526462","745 Comm Ave","Smart","Single Stream","Fullness","100%","03/29/2021 07:35","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Fullness","80%","03/29/2021 07:45","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Fullness","60%","03/29/2021 07:52","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","03/29/2021 08:23","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","03/29/2021 10:11","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","80%","03/29/2021 10:31","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","40%","03/29/2021 10:39","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","20%","03/29/2021 10:48","-"
"1526467","65 Pilgrim Rd DAMAGED","Smart Max","Waste","Not Ready","20%","03/29/2021 18:24","-"
"1526384","815 Albany St.","Smart","Single Stream","Not Ready","20%","03/30/2021 04:18","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","40%","03/30/2021 04:46","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","60%","03/30/2021 04:48","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","20%","03/30/2021 04:49","-"
"1517448","610 Beacon St","Smart","Single Stream","Not Ready","60%","03/30/2021 05:26","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Not Ready","60%","03/30/2021 05:41","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","80%","03/30/2021 05:52","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Fullness","100%","03/30/2021 06:20","-"
"1526456","DESTRYED BY FIRE 214 Bay State Road @ Granby St","Smart","Single Stream","Fullness","100%","03/30/2021 06:20","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","100%","03/30/2021 06:24","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Not Ready","60%","03/30/2021 06:25","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Fullness","100%","03/30/2021 06:39","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Fullness","100%","03/30/2021 06:43","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","03/30/2021 07:57","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","100%","03/30/2021 08:23","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/30/2021 08:31","-"
"1526469","33 Agganis Way","Smart","Single Stream","Fullness","80%","03/30/2021 09:34","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Fullness","80%","03/30/2021 09:41","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart","Single Stream","Not Ready","40%","03/30/2021 09:45","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Not Ready","60%","03/30/2021 09:45","-"
"1526503","915 Comm Ave Behind Bldg Agganis Arena","Smart","Single Stream","Not Ready","40%","03/30/2021 09:46","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","80%","03/30/2021 09:55","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Fullness","100%","03/30/2021 10:01","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","0%","03/30/2021 10:13","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Not Ready","40%","03/30/2021 10:18","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Fullness","80%","03/30/2021 10:26","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Fullness","80%","03/30/2021 10:43","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Not Ready","40%","03/30/2021 10:43","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart","Single Stream","Not Ready","40%","03/30/2021 11:04","-"
"1526482","120 Ashford St","Smart","Single Stream","Not Ready","40%","03/30/2021 11:05","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart","Single Stream","Not Ready","40%","03/30/2021 11:07","-"
"1526383","700 Comm Ave Subway","Smart","Single Stream","Fullness","80%","03/30/2021 11:53","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Not Ready","40%","03/30/2021 11:54","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Not Ready","20%","03/30/2021 11:55","-"
"1526459","610 Comm Ave","Smart","Single Stream","Not Ready","60%","03/30/2021 11:56","-"
"1526388","590 Comm Ave. Courtyard","Smart","Single Stream","Not Ready","60%","03/30/2021 12:02","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart","Single Stream","Not Ready","40%","03/30/2021 12:05","-"
"1526400","111 Cummington Mall","Smart","Single Stream","Not Ready","20%","03/30/2021 12:57","-"
"1526479","580 Comm Ave Street","Smart","Single Stream","Not Ready","40%","03/30/2021 13:03","-"
"1526397","575 Comm Ave","Smart","Single Stream","Not Ready","20%","03/30/2021 13:15","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Not Ready","20%","03/30/2021 13:15","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Not Ready","0%","03/30/2021 13:16","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Not Ready","40%","03/30/2021 13:17","-"
"1526402","635 Comm Ave","Smart","Single Stream","Not Ready","40%","03/30/2021 13:21","-"
"1526380","675 Comm Ave","Smart","Single Stream","Not Ready","40%","03/30/2021 13:22","-"
"1526385","685 Comm Ave","Smart","Single Stream","Not Ready","40%","03/30/2021 13:23","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","80%","03/30/2021 13:24","-"
"1526395","755 Comm Ave","Smart","Single Stream","Not Ready","20%","03/30/2021 13:27","-"
"1526462","745 Comm Ave","Smart","Single Stream","Fullness","80%","03/30/2021 13:29","-"
"1526465","771 Comm Ave","Smart","Single Stream","Fullness","100%","03/30/2021 13:29","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Not Ready","60%","03/30/2021 13:30","-"
"1526472","1 University Rd @ Comm Ave","Smart","Single Stream","Not Ready","20%","03/30/2021 13:31","-"
"1526483","34 Buswell St","Smart","Single Stream","Not Ready","60%","03/30/2021 14:04","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","03/30/2021 14:21","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","60%","03/30/2021 14:57","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","20%","03/30/2021 15:06","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","03/30/2021 15:06","-"
"1526467","65 Pilgrim Rd DAMAGED","Smart","Single Stream","Fullness","80%","03/30/2021 15:09","-"
"1526483","34 Buswell St","Smart","Single Stream","Fullness","80%","03/30/2021 15:20","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","03/31/2021 00:21","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","80%","03/31/2021 07:39","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","03/31/2021 07:44","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/31/2021 08:09","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","03/31/2021 08:19","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","0%","03/31/2021 09:12","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart","Single Stream","Fullness","100%","03/31/2021 10:22","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","100%","03/31/2021 10:22","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","60%","03/31/2021 11:16","-"
"1526461","745 Comm Ave (Behind Building)","Smart","Single Stream","Not Ready","40%","03/31/2021 14:34","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Not Ready","20%","03/31/2021 21:50","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","04/01/2021 03:33","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","40%","04/01/2021 05:16","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","20%","04/01/2021 05:17","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","20%","04/01/2021 05:18","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","80%","04/01/2021 06:05","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Fullness","80%","04/01/2021 07:36","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","40%","04/01/2021 07:37","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","04/01/2021 07:49","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","04/01/2021 08:13","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","100%","04/01/2021 09:20","-"
"1526509","595 Comm Ave Garage P1 West","Smart Max","Waste","Fullness","80%","04/01/2021 11:18","-"
"1526474","BU boathouse 619 Memorial Drive","Smart","Single Stream","Not Ready","40%","04/01/2021 12:19","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","0%","04/01/2021 12:50","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart Max","Waste","Not Ready","20%","04/01/2021 12:51","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","20%","04/01/2021 12:54","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","100%","04/01/2021 13:02","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Fullness","60%","04/01/2021 13:03","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","04/01/2021 13:19","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","20%","04/01/2021 13:23","-"
"1526384","815 Albany St.","Smart Max","Waste","Not Ready","20%","04/01/2021 13:30","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","20%","04/01/2021 13:36","-"
"1526461","745 Comm Ave (Behind Building)","Smart","Single Stream","Not Ready","60%","04/01/2021 16:09","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","60%","04/02/2021 07:30","-"
"1513540","820 Comm Ave. Right side of Bldg","Smart Max","Waste","Fullness","60%","04/02/2021 07:42","-"
"1513539","275 Babcock – main entrance","Smart Max","Waste","Fullness","60%","04/02/2021 07:44","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","04/02/2021 07:46","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","20%","04/02/2021 09:57","-"
"1526457","700 Comm Ave Garage - 3A","Smart Max","Waste","Fullness","60%","04/02/2021 11:00","-"
"1526512","700 Comm Ave Garage - 2B","Smart Max","Waste","Fullness","60%","04/02/2021 11:04","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","60%","04/02/2021 11:11","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","60%","04/02/2021 11:12","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","80%","04/02/2021 11:16","-"
"1526463","718 Comm Ave","Smart Max","Waste","Fullness","80%","04/02/2021 11:17","-"
"1526459","610 Comm Ave","Smart Max","Waste","Fullness","60%","04/02/2021 11:22","-"
"1526456","DESTRYED BY FIRE 214 Bay State Road @ Granby St","Smart","Single Stream","Not Ready","60%","04/02/2021 15:20","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Fullness","60%","04/03/2021 06:23","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Fullness","60%","04/03/2021 06:27","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","20%","04/03/2021 06:33","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","60%","04/03/2021 06:36","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","04/03/2021 06:39","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Alert"," Alert - Unknown Fullness","04/03/2021 06:42","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","0%","04/03/2021 06:48","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","20%","04/03/2021 06:53","-"
"1517448","610 Beacon St","Smart Max","Waste","Fullness","80%","04/03/2021 06:58","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","40%","04/03/2021 07:05","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","60%","04/03/2021 07:07","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","80%","04/03/2021 07:08","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Fullness","60%","04/03/2021 07:12","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","04/03/2021 07:18","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","40%","04/03/2021 07:23","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Fullness","60%","04/03/2021 07:23","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","40%","04/03/2021 07:26","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","04/03/2021 07:29","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","04/03/2021 07:36","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Fullness","60%","04/03/2021 07:36","-"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","0%","04/03/2021 07:38","-"
"1526462","745 Comm Ave","Smart Max","Waste","Not Ready","40%","04/03/2021 07:44","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Not Ready","40%","04/03/2021 07:49","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Not Ready","20%","04/03/2021 07:51","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","40%","04/03/2021 07:54","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","20%","04/03/2021 07:59","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","100%","04/03/2021 08:51","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","80%","04/03/2021 10:18","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","04/03/2021 10:40","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Not Ready","60%","04/03/2021 10:44","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Fullness","80%","04/03/2021 10:51","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Not Ready","60%","04/03/2021 10:59","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart","Single Stream","Not Ready","60%","04/03/2021 11:04","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","80%","04/03/2021 12:39","-"
"1526483","34 Buswell St","Smart","Single Stream","Alert"," Alert - Unknown Fullness","04/03/2021 12:43","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Fullness","80%","04/03/2021 13:05","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Not Ready","0%","04/03/2021 21:50","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","20%","04/04/2021 07:21","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","20%","04/04/2021 07:28","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","40%","04/04/2021 07:36","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","04/05/2021 07:51","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","04/05/2021 08:01","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Not Ready","20%","04/05/2021 08:07","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","20%","04/05/2021 10:20","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","04/05/2021 10:30","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Fullness","60%","04/05/2021 10:31","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Fullness","60%","04/05/2021 10:44","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","60%","04/05/2021 10:59","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","04/05/2021 14:04","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","20%","04/05/2021 14:04","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","04/05/2021 14:53","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","20%","04/05/2021 14:53","-"
"1526384","815 Albany St.","Smart","Single Stream","Not Ready","20%","04/06/2021 04:56","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","40%","04/06/2021 05:05","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","60%","04/06/2021 05:07","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","20%","04/06/2021 05:08","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","80%","04/06/2021 06:02","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","40%","04/06/2021 06:06","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Not Ready","40%","04/06/2021 06:06","-"
"1526456","DESTRYED BY FIRE 214 Bay State Road @ Granby St","Smart","Single Stream","Not Ready","60%","04/06/2021 06:12","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Not Ready","20%","04/06/2021 06:13","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Not Ready","20%","04/06/2021 06:15","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Not Ready","40%","04/06/2021 06:18","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","04/06/2021 07:58","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Not Ready","60%","04/06/2021 08:42","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Not Ready","40%","04/06/2021 09:02","-"
"1526397","575 Comm Ave","Smart","Single Stream","Not Ready","20%","04/06/2021 09:03","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Not Ready","40%","04/06/2021 09:04","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Not Ready","40%","04/06/2021 09:06","-"
"1526402","635 Comm Ave","Smart","Single Stream","Not Ready","20%","04/06/2021 09:08","-"
"1526380","675 Comm Ave","Smart","Single Stream","Not Ready","40%","04/06/2021 09:09","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Not Ready","60%","04/06/2021 09:09","-"
"1526462","745 Comm Ave","Smart","Single Stream","Not Ready","60%","04/06/2021 09:10","-"
"1526385","685 Comm Ave","Smart","Single Stream","Not Ready","40%","04/06/2021 09:10","-"
"1526395","755 Comm Ave","Smart","Single Stream","Not Ready","60%","04/06/2021 09:11","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Not Ready","20%","04/06/2021 09:14","-"
"1526472","1 University Rd @ Comm Ave","Smart","Single Stream","Not Ready","20%","04/06/2021 09:17","-"
"1526469","33 Agganis Way","Smart","Single Stream","Fullness","100%","04/06/2021 09:52","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart","Single Stream","Fullness","80%","04/06/2021 10:08","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart","Single Stream","Not Ready","60%","04/06/2021 10:15","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Not Ready","20%","04/06/2021 10:25","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Fullness","80%","04/06/2021 10:27","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart","Single Stream","Fullness","80%","04/06/2021 10:58","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Not Ready","60%","04/06/2021 11:09","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Not Ready","60%","04/06/2021 11:10","-"
"1526482","120 Ashford St","Smart","Single Stream","Not Ready","20%","04/06/2021 11:40","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart","Single Stream","Not Ready","40%","04/06/2021 11:40","-"
"1513539","275 Babcock – main entrance","Smart","Single Stream","Not Ready","0%","04/06/2021 11:56","-"
"1513541","820 Comm Ave College of Art Entrance (recy 9521078)","Smart","Single Stream","Not Ready","20%","04/06/2021 11:56","-"
"1513538","820 Comm Ave  Booth Theatre - Front Entrance","Smart","Single Stream","Not Ready","40%","04/06/2021 11:57","-"
"1513540","820 Comm Ave. Right side of Bldg","Smart","Single Stream","Fullness","80%","04/06/2021 11:59","-"
"1526459","610 Comm Ave","Smart","Single Stream","Not Ready","40%","04/06/2021 12:17","-"
"1526388","590 Comm Ave. Courtyard","Smart","Single Stream","Not Ready","40%","04/06/2021 12:24","-"
"1526479","580 Comm Ave Street","Smart","Single Stream","Not Ready","40%","04/06/2021 12:25","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart","Single Stream","Not Ready","20%","04/06/2021 12:27","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","60%","04/06/2021 12:50","-"
"1526458","44 Cummington Mall","Smart","Single Stream","Fullness","80%","04/06/2021 12:59","-"
"1526400","111 Cummington Mall","Smart","Single Stream","Fullness","100%","04/06/2021 13:03","-"
"1526483","34 Buswell St","Smart","Single Stream","Not Ready","20%","04/06/2021 13:47","-"
"1526502","514 Park Dr","Smart","Single Stream","Not Ready","60%","04/06/2021 13:48","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","80%","04/07/2021 07:31","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","60%","04/07/2021 07:34","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","04/07/2021 07:36","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","60%","04/07/2021 07:39","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","100%","04/07/2021 07:41","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","04/07/2021 07:55","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","20%","04/07/2021 07:55","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Fullness","60%","04/07/2021 08:12","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","04/07/2021 10:22","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","04/07/2021 10:27","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","40%","04/07/2021 10:30","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","40%","04/08/2021 05:07","-"
