Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2021 - December 31  2021
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Fullness","60%","09/04/2021 08:07","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/04/2021 08:14","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","80%","09/04/2021 08:16","-"
"1526395","755 Comm Ave","Smart Max","Waste","Fullness","80%","09/04/2021 08:25","-"
"1513539","275 Babcock – main entrance","Smart Max","Waste","Fullness","80%","09/04/2021 08:29","-"
"1513538","820 Comm Ave  Booth Theatre - Front Entrance","Smart Max","Waste","Fullness","80%","09/04/2021 08:30","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","09/04/2021 10:35","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","09/04/2021 12:04","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","80%","09/04/2021 17:30","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","40%","09/04/2021 19:38","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Fullness","60%","09/05/2021 06:49","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","09/05/2021 06:52","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Fullness","80%","09/05/2021 06:54","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","60%","09/05/2021 06:59","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/05/2021 07:03","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","09/05/2021 07:03","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","60%","09/05/2021 07:03","-"
"1526459","610 Comm Ave","Smart Max","Waste","Fullness","80%","09/05/2021 07:05","-"
"1526397","575 Comm Ave","Smart Max","Waste","Fullness","60%","09/05/2021 07:19","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","100%","09/05/2021 07:23","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","60%","09/05/2021 07:29","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Fullness","100%","09/05/2021 07:37","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","80%","09/05/2021 07:38","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","20%","09/05/2021 07:42","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/05/2021 07:46","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","09/05/2021 07:59","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","09/05/2021 08:05","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","80%","09/05/2021 08:06","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","60%","09/05/2021 08:08","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Fullness","80%","09/05/2021 08:15","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","80%","09/06/2021 06:37","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","60%","09/06/2021 06:43","-"
"1526463","718 Comm Ave","Smart Max","Waste","Fullness","100%","09/06/2021 06:55","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","100%","09/06/2021 07:03","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","60%","09/06/2021 07:05","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Fullness","60%","09/06/2021 07:20","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","40%","09/06/2021 07:30","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","40%","09/06/2021 07:33","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","09/06/2021 07:33","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","40%","09/06/2021 07:36","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","40%","09/06/2021 07:41","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","80%","09/06/2021 07:43","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Fullness","100%","09/06/2021 08:00","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","09/06/2021 08:00","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","09/06/2021 08:00","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/06/2021 08:06","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","09/06/2021 08:09","-"
"1526467","65 Pilgrim Rd DAMAGED","Smart Max","Waste","Not Ready","0%","09/06/2021 08:17","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","40%","09/06/2021 08:21","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","0%","09/06/2021 08:33","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","09/06/2021 10:36","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/06/2021 10:36","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Fullness","80%","09/07/2021 06:36","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Fullness","100%","09/07/2021 07:34","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","60%","09/07/2021 07:39","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","0%","09/07/2021 07:44","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","80%","09/07/2021 08:00","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","60%","09/07/2021 08:16","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Fullness","60%","09/07/2021 08:21","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","20%","09/07/2021 08:27","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Alert"," Alert - Unknown Fullness","09/07/2021 08:57","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Fullness","100%","09/07/2021 09:01","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Fullness","80%","09/07/2021 09:08","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","100%","09/07/2021 09:11","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Fullness","100%","09/07/2021 09:15","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Fullness","100%","09/07/2021 10:07","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/07/2021 10:36","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","09/07/2021 10:36","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Fullness","100%","09/07/2021 10:57","-"
"1526503","915 Comm Ave Behind Bldg Agganis Arena","Smart","Single Stream","Fullness","80%","09/07/2021 10:57","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart","Single Stream","Not Ready","60%","09/07/2021 11:01","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Fullness","80%","09/07/2021 11:04","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart","Single Stream","Fullness","100%","09/07/2021 11:11","-"
"1526471","285 Babcock St Rear Field","Smart","Single Stream","Fullness","80%","09/07/2021 11:34","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Fullness","100%","09/07/2021 11:34","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Not Ready","60%","09/07/2021 11:36","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Fullness","100%","09/07/2021 11:41","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Fullness","100%","09/07/2021 11:42","-"
"1526483","34 Buswell St","Smart","Single Stream","Fullness","100%","09/07/2021 12:39","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","100%","09/07/2021 12:43","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Fullness","60%","09/07/2021 13:21","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","100%","09/07/2021 13:27","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","100%","09/07/2021 13:56","-"
"1526463","718 Comm Ave","Smart","Single Stream","Fullness","100%","09/07/2021 13:56","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Fullness","100%","09/07/2021 14:00","-"
"1526383","700 Comm Ave Subway","Smart","Single Stream","Fullness","100%","09/07/2021 14:00","-"
"1526459","610 Comm Ave","Smart","Single Stream","Fullness","100%","09/07/2021 14:05","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart","Single Stream","Fullness","80%","09/07/2021 14:07","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","60%","09/07/2021 14:07","-"
"1526458","44 Cummington Mall","Smart","Single Stream","Fullness","80%","09/07/2021 14:16","-"
"1526479","580 Comm Ave Street","Smart","Single Stream","Not Ready","60%","09/07/2021 14:21","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Fullness","80%","09/07/2021 14:23","-"
"1526397","575 Comm Ave","Smart","Single Stream","Not Ready","40%","09/07/2021 14:27","-"
"1526520","Agganis Arena Garage P2 West (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Fullness","60%","09/07/2021 14:32","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Fullness","80%","09/07/2021 14:36","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Fullness","80%","09/07/2021 14:36","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Fullness","100%","09/07/2021 14:39","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","100%","09/07/2021 14:42","-"
"1526380","675 Comm Ave","Smart","Single Stream","Fullness","100%","09/07/2021 14:42","-"
"1526515","595 Comm Ave Garage P3 West","Smart Max","Waste","Not Ready","40%","09/07/2021 14:43","-"
"1526519","595 Comm Ave Garage P3 East","Smart Max","Waste","Not Ready","40%","09/07/2021 14:44","-"
"1526395","755 Comm Ave","Smart","Single Stream","Fullness","100%","09/07/2021 14:50","-"
"1526465","771 Comm Ave","Smart","Single Stream","Fullness","80%","09/07/2021 14:53","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Fullness","100%","09/07/2021 16:08","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","09/07/2021 16:10","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","100%","09/07/2021 16:12","-"
"1522343","214 Bay State Road @ Granby St","Smart","Single Stream","Fullness","100%","09/07/2021 16:14","-"
"1526388","590 Comm Ave. Courtyard","Smart","Single Stream","Fullness","100%","09/07/2021 18:48","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Not Ready","20%","09/07/2021 18:52","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/08/2021 07:24","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Fullness","60%","09/08/2021 07:25","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Fullness","80%","09/08/2021 07:28","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","80%","09/08/2021 07:35","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Fullness","60%","09/08/2021 07:36","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","60%","09/08/2021 07:38","-"
"1526469","33 Agganis Way","Smart","Single Stream","Fullness","100%","09/08/2021 07:53","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","100%","09/08/2021 07:55","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","100%","09/08/2021 08:03","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Fullness","80%","09/08/2021 08:03","-"
"1517448","610 Beacon St","Smart Max","Waste","Fullness","60%","09/08/2021 08:16","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Fullness","80%","09/08/2021 08:17","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","09/08/2021 08:18","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","60%","09/08/2021 08:19","-"
"1526393","565 Comm Ave","Smart Max","Waste","Fullness","60%","09/08/2021 08:23","-"
"1526392","617 Comm Ave","Smart Max","Waste","Fullness","60%","09/08/2021 08:42","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","09/08/2021 08:48","-"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","20%","09/08/2021 09:08","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","20%","09/08/2021 09:16","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","40%","09/08/2021 09:30","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Not Ready","40%","09/08/2021 09:32","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Fullness","80%","09/08/2021 09:36","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","09/08/2021 09:39","-"
"1526472","1 University Rd @ Comm Ave","Smart Max","Waste","Not Ready","20%","09/08/2021 09:40","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","09/08/2021 10:32","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/08/2021 10:32","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","09/08/2021 10:53","-"
"1526392","617 Comm Ave","Smart","Single Stream","Fullness","100%","09/08/2021 11:33","-"
"1526402","635 Comm Ave","Smart","Single Stream","Fullness","80%","09/08/2021 11:36","-"
"1513541","820 Comm Ave College of Art Entrance (recy 9521078)","Smart","Single Stream","Fullness","80%","09/08/2021 11:50","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","40%","09/08/2021 17:09","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Not Ready","20%","09/08/2021 17:09","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Fullness","80%","09/08/2021 19:43","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Fullness","80%","09/09/2021 05:23","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Fullness","100%","09/09/2021 05:32","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Fullness","80%","09/09/2021 05:45","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Alert"," Alert - Unknown Fullness","09/09/2021 06:32","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Not Ready","40%","09/09/2021 07:24","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/09/2021 07:44","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Fullness","100%","09/09/2021 08:17","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","09/09/2021 08:28","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Fullness","100%","09/09/2021 08:28","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","40%","09/09/2021 08:29","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","0%","09/09/2021 08:35","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","40%","09/09/2021 08:37","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","40%","09/09/2021 08:39","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","20%","09/09/2021 08:41","-"
"1526402","635 Comm Ave","Smart Max","Waste","Fullness","80%","09/09/2021 08:44","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","09/09/2021 08:50","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","20%","09/09/2021 08:55","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","09/09/2021 09:01","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","09/09/2021 09:11","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","20%","09/09/2021 09:14","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","80%","09/09/2021 10:17","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","20%","09/09/2021 10:20","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/09/2021 10:20","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","09/09/2021 10:48","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","09/09/2021 12:16","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","20%","09/09/2021 12:16","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","100%","09/09/2021 12:21","-"
"1526385","685 Comm Ave","Smart","Single Stream","Fullness","100%","09/09/2021 12:25","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","09/09/2021 12:25","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","09/09/2021 12:25","-"
"1526467","65 Pilgrim Rd DAMAGED","Smart Max","Waste","Not Ready","0%","09/09/2021 12:35","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Fullness","60%","09/09/2021 14:05","-"
"1517448","610 Beacon St","Smart","Single Stream","Fullness","100%","09/09/2021 14:24","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart","Single Stream","Not Ready","40%","09/09/2021 17:55","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/10/2021 07:21","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","09/10/2021 07:26","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Fullness","100%","09/10/2021 07:27","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","80%","09/10/2021 07:34","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart Max","Waste","Not Ready","40%","09/10/2021 07:35","-"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","20%","09/10/2021 07:37","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","80%","09/10/2021 07:40","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Fullness","80%","09/10/2021 07:42","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","80%","09/10/2021 07:45","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Fullness","60%","09/10/2021 07:52","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Fullness","80%","09/10/2021 07:58","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","80%","09/10/2021 07:59","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","40%","09/10/2021 08:04","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","40%","09/10/2021 08:36","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","0%","09/10/2021 08:43","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","09/10/2021 09:02","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","09/10/2021 09:04","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","0%","09/10/2021 09:08","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","09/10/2021 09:11","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","09/10/2021 09:21","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","09/10/2021 09:29","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Fullness","100%","09/10/2021 09:55","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","80%","09/10/2021 10:06","-"
"1526463","718 Comm Ave","Smart Max","Waste","Fullness","80%","09/10/2021 10:08","-"
"1526459","610 Comm Ave","Smart","Single Stream","Not Ready","60%","09/10/2021 10:08","-"
"1526459","610 Comm Ave","Smart Max","Waste","Fullness","100%","09/10/2021 10:14","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Fullness","60%","09/10/2021 10:15","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","80%","09/10/2021 10:16","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Fullness","80%","09/10/2021 10:23","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart Max","Waste","Fullness","60%","09/10/2021 10:27","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Fullness","100%","09/10/2021 10:29","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","09/10/2021 10:44","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/10/2021 10:44","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","100%","09/10/2021 12:44","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","100%","09/10/2021 12:46","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Fullness","80%","09/10/2021 12:55","-"
"1526380","675 Comm Ave","Smart","Single Stream","Fullness","80%","09/10/2021 13:00","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","80%","09/10/2021 13:03","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart","Single Stream","Fullness","80%","09/10/2021 13:14","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","80%","09/10/2021 13:24","-"
"1526383","700 Comm Ave Subway","Smart","Single Stream","Fullness","100%","09/10/2021 13:24","-"
"1526388","590 Comm Ave. Courtyard","Smart","Single Stream","Fullness","100%","09/10/2021 13:29","-"
"1522343","214 Bay State Road @ Granby St","Smart","Single Stream","Fullness","100%","09/10/2021 13:44","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart","Single Stream","Fullness","100%","09/10/2021 13:58","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Not Ready","20%","09/10/2021 21:06","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","20%","09/10/2021 21:06","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","40%","09/10/2021 21:07","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","100%","09/11/2021 06:29","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Fullness","100%","09/11/2021 06:40","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","20%","09/11/2021 06:43","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Fullness","80%","09/11/2021 06:59","-"
"1526465","771 Comm Ave","Smart Max","Waste","Fullness","60%","09/11/2021 07:07","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Fullness","60%","09/11/2021 07:10","-"
"1526395","755 Comm Ave","Smart Max","Waste","Fullness","60%","09/11/2021 07:11","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Fullness","60%","09/11/2021 07:15","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Fullness","80%","09/11/2021 07:16","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","0%","09/11/2021 07:22","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","20%","09/11/2021 07:23","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","09/11/2021 07:23","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","09/11/2021 07:27","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Fullness","80%","09/11/2021 07:32","-"
"1526400","111 Cummington Mall","Smart Max","Waste","Fullness","80%","09/11/2021 07:35","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","60%","09/11/2021 07:42","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","100%","09/11/2021 07:46","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","100%","09/11/2021 07:51","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","09/11/2021 08:07","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","60%","09/11/2021 08:15","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart Max","Waste","Fullness","60%","09/11/2021 08:15","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","09/11/2021 08:19","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Not Ready","20%","09/11/2021 10:23","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","20%","09/11/2021 11:02","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Fullness","60%","09/12/2021 06:31","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","80%","09/12/2021 06:34","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","20%","09/12/2021 06:49","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","60%","09/12/2021 06:52","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","09/12/2021 06:57","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","40%","09/12/2021 06:59","-"
"1526402","635 Comm Ave","Smart Max","Waste","Fullness","60%","09/12/2021 07:11","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","09/12/2021 07:30","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","09/12/2021 07:30","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Fullness","60%","09/12/2021 07:35","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","60%","09/12/2021 07:37","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","09/12/2021 07:37","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","09/12/2021 07:50","-"
"1526467","65 Pilgrim Rd DAMAGED","Smart Max","Waste","Not Ready","20%","09/12/2021 07:50","-"
