Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2024 - December 31  2024
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","20%","03/02/2024 08:55","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","0%","03/02/2024 08:55","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","03/02/2024 08:56","-"
"1526395","755 Comm Ave","Smart Max","Waste","Fullness","60%","03/02/2024 09:03","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","80%","03/02/2024 09:04","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","03/02/2024 09:05","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Not Ready","40%","03/02/2024 09:05","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Not Ready","0%","03/02/2024 09:05","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","20%","03/02/2024 09:11","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","40%","03/02/2024 09:26","-"
"1526469","33 Agganis Way","Smart Max","Waste","Not Ready","40%","03/02/2024 09:29","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","40%","03/02/2024 09:33","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","0%","03/02/2024 09:34","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","60%","03/02/2024 09:40","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","20%","03/02/2024 09:45","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","20%","03/02/2024 09:46","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","03/02/2024 09:48","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","40%","03/02/2024 09:48","-"
"1526482","120 Ashford St","Smart Max","Waste","Not Ready","20%","03/02/2024 09:51","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Not Ready","40%","03/02/2024 09:51","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","0%","03/03/2024 06:59","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","20%","03/03/2024 07:01","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","0%","03/03/2024 07:02","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/03/2024 07:50","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","100%","03/03/2024 07:56","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","60%","03/03/2024 08:10","-"
"1526483","34 Buswell St","Smart Max","Waste","Not Ready","40%","03/03/2024 08:10","-"
"1526506","700 Comm Ave Garage - 3C","Smart","Single Stream","Fullness","100%","03/03/2024 10:56","-"
"1526506","700 Comm Ave Garage - 3C","Smart Max","Waste","Not Ready","0%","03/03/2024 10:56","-"
"1526512","700 Comm Ave Garage - 2B","Smart Max","Waste","Not Ready","40%","03/03/2024 10:58","-"
"1526512","700 Comm Ave Garage - 2B","Smart","Single Stream","Fullness","100%","03/03/2024 10:58","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","20%","03/03/2024 11:55","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","0%","03/03/2024 11:59","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Not Ready","20%","03/03/2024 13:44","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","20%","03/03/2024 18:02","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","100%","03/03/2024 18:02","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","100%","03/04/2024 03:59","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","03/04/2024 06:01","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","03/04/2024 06:20","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Fullness","80%","03/04/2024 07:18","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","03/04/2024 07:19","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/04/2024 07:32","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","100%","03/04/2024 07:34","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","03/04/2024 07:35","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","0%","03/04/2024 07:36","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","03/04/2024 07:38","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","03/04/2024 07:38","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","03/04/2024 07:43","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart Max","Waste","Not Ready","0%","03/04/2024 07:43","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart Max","Waste","Not Ready","0%","03/04/2024 07:45","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","03/04/2024 08:00","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","03/04/2024 08:06","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","03/04/2024 08:08","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","03/04/2024 08:08","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","03/04/2024 08:12","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","0%","03/04/2024 08:13","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","03/04/2024 08:15","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","03/04/2024 08:24","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Not Ready","20%","03/04/2024 08:28","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","0%","03/04/2024 08:30","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","03/04/2024 08:31","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","03/04/2024 08:36","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","20%","03/04/2024 08:45","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","20%","03/04/2024 08:48","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart","Single Stream","Not Ready","20%","03/04/2024 08:58","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Fullness","100%","03/04/2024 09:00","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Not Ready","20%","03/04/2024 09:01","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Not Ready","60%","03/04/2024 09:04","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Fullness","80%","03/04/2024 09:05","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","80%","03/04/2024 09:45","-"
"1526483","34 Buswell St","Smart","Single Stream","Fullness","100%","03/04/2024 09:46","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Not Ready","60%","03/04/2024 09:46","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","03/04/2024 09:47","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","40%","03/04/2024 09:47","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Not Ready","20%","03/04/2024 09:51","-"
"1526471","285 Babcock St Rear Field","Smart Max","Waste","Not Ready","20%","03/04/2024 09:53","-"
"1526467","Campus Center","Smart Max","Waste","Not Ready","0%","03/04/2024 09:54","-"
"1526467","Campus Center","Smart","Single Stream","Not Ready","40%","03/04/2024 09:54","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","0%","03/04/2024 09:57","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","03/04/2024 10:03","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","03/04/2024 10:03","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","80%","03/04/2024 10:28","-"
"1517448","610 Beacon St","Smart","Single Stream","Not Ready","60%","03/05/2024 04:24","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Not Ready","60%","03/05/2024 04:38","-"
"1526393","565 Comm Ave","Smart","Single Stream","Not Ready","60%","03/05/2024 04:38","-"
"1526397","575 Comm Ave","Smart","Single Stream","Fullness","80%","03/05/2024 04:39","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Not Ready","60%","03/05/2024 04:41","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Fullness","80%","03/05/2024 04:42","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Fullness","100%","03/05/2024 04:42","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart","Single Stream","Not Ready","60%","03/05/2024 04:45","-"
"1526385","685 Comm Ave","Smart","Single Stream","Fullness","100%","03/05/2024 04:46","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart","Single Stream","Fullness","80%","03/05/2024 04:46","-"
"1526380","675 Comm Ave","Smart","Single Stream","Fullness","80%","03/05/2024 04:48","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","100%","03/05/2024 04:48","-"
"1526395","755 Comm Ave","Smart","Single Stream","Fullness","100%","03/05/2024 04:54","-"
"1526465","771 Comm Ave","Smart","Single Stream","Fullness","100%","03/05/2024 04:56","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Fullness","100%","03/05/2024 04:57","-"
"1526503","915 Comm Ave Behind Bldg Agganis Arena","Smart","Single Stream","Not Ready","40%","03/05/2024 05:03","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart","Single Stream","Not Ready","60%","03/05/2024 05:03","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Fullness","100%","03/05/2024 05:04","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Fullness","100%","03/05/2024 05:08","-"
"1526461","745 Comm Ave (Behind Building)","Smart","Single Stream","Fullness","100%","03/05/2024 05:44","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Fullness","80%","03/05/2024 05:45","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart","Single Stream","Not Ready","40%","03/05/2024 05:45","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Fullness","60%","03/05/2024 05:48","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Not Ready","40%","03/05/2024 06:01","-"
"500002835","18 Granby St","Smart","Single Stream","Fullness","100%","03/05/2024 06:02","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","60%","03/05/2024 06:02","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/05/2024 06:03","-"
"1526383","700 Comm Ave Subway","Smart","Single Stream","Fullness","100%","03/05/2024 06:04","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","100%","03/05/2024 06:05","-"
"1526463","718 Comm Ave","Smart","Single Stream","Fullness","100%","03/05/2024 06:09","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Fullness","100%","03/05/2024 06:12","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Fullness","100%","03/05/2024 06:14","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart","Waste","Not Ready","20%","03/05/2024 06:16","-"
"1526459","610 Comm Ave","Smart","Single Stream","Fullness","100%","03/05/2024 06:26","-"
"1526388","590 Comm Ave. Courtyard","Smart","Single Stream","Fullness","80%","03/05/2024 06:27","-"
"1526479","580 Comm Ave Street","Smart","Single Stream","Fullness","100%","03/05/2024 06:29","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","03/05/2024 06:57","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","0%","03/05/2024 08:20","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","0%","03/05/2024 08:24","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","03/05/2024 08:24","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","03/05/2024 08:26","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","0%","03/05/2024 08:26","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart","Single Stream","Fullness","100%","03/05/2024 08:27","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","20%","03/05/2024 08:28","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","03/05/2024 08:28","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","03/05/2024 08:28","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","20%","03/05/2024 08:32","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","03/05/2024 08:33","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart Max","Waste","Not Ready","0%","03/05/2024 08:34","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart Max","Waste","Not Ready","20%","03/05/2024 08:34","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/05/2024 08:40","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","03/05/2024 08:45","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","03/05/2024 08:48","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","03/05/2024 08:49","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","03/05/2024 08:50","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart","Single Stream","Fullness","100%","03/05/2024 09:33","-"
"1526469","33 Agganis Way","Smart","Single Stream","Fullness","80%","03/05/2024 09:34","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/06/2024 06:33","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","03/06/2024 06:44","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/06/2024 06:54","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","20%","03/06/2024 06:58","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","03/06/2024 07:50","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","03/06/2024 07:55","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","03/06/2024 08:00","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","0%","03/06/2024 08:01","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","03/06/2024 08:03","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","03/06/2024 08:04","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","20%","03/06/2024 08:04","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","03/06/2024 08:06","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","03/06/2024 08:08","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart Max","Waste","Not Ready","20%","03/06/2024 08:12","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart Max","Waste","Not Ready","20%","03/06/2024 08:12","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","03/06/2024 08:14","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/06/2024 08:15","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","03/06/2024 08:18","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","20%","03/06/2024 08:23","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","03/06/2024 08:25","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","03/06/2024 08:27","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","0%","03/06/2024 08:30","-"
"1526384","815 Albany St.","Smart Max","Waste","Not Ready","20%","03/06/2024 08:34","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Not Ready","40%","03/06/2024 09:03","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","60%","03/06/2024 09:11","-"
"1526513","Agganis Arena Garage P1 West","Smart Max","Waste","Fullness","60%","03/06/2024 09:19","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","80%","03/06/2024 09:21","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","40%","03/06/2024 10:23","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","20%","03/06/2024 10:34","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","03/07/2024 08:52","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","03/07/2024 09:44","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","03/07/2024 09:48","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","03/07/2024 09:49","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","03/07/2024 09:51","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","0%","03/07/2024 09:53","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","03/07/2024 09:53","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","03/07/2024 09:55","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","03/07/2024 09:57","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","03/07/2024 09:59","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart Max","Waste","Not Ready","20%","03/07/2024 10:00","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart Max","Waste","Not Ready","20%","03/07/2024 10:02","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/07/2024 10:04","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","03/07/2024 10:08","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","03/07/2024 10:10","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","20%","03/07/2024 10:12","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","03/07/2024 10:13","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","03/07/2024 10:15","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","03/07/2024 10:18","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","40%","03/07/2024 14:03","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/08/2024 06:17","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","03/08/2024 06:48","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","03/08/2024 07:03","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","0%","03/08/2024 07:29","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Fullness","60%","03/08/2024 07:47","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","60%","03/08/2024 07:59","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Fullness","80%","03/08/2024 08:45","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","80%","03/08/2024 09:01","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Fullness","60%","03/08/2024 09:33","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","40%","03/08/2024 09:34","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","40%","03/08/2024 09:40","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","100%","03/08/2024 09:41","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","80%","03/08/2024 09:48","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","03/08/2024 10:00","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","0%","03/08/2024 10:04","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","03/08/2024 10:04","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","03/08/2024 10:05","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","0%","03/08/2024 10:07","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","03/08/2024 10:08","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","0%","03/08/2024 10:10","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","03/08/2024 10:11","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","80%","03/08/2024 10:11","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","60%","03/08/2024 10:11","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","03/08/2024 10:13","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart Max","Waste","Not Ready","0%","03/08/2024 10:15","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart Max","Waste","Not Ready","20%","03/08/2024 10:16","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/08/2024 10:18","-"
"500002836","665 Commonwealth Ave. Allyway Walk Way Jenga Building","Smart Max","Waste","Not Ready","20%","03/08/2024 10:22","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","03/08/2024 10:22","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","03/08/2024 10:31","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","03/08/2024 10:33","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","20%","03/08/2024 10:33","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","03/08/2024 10:35","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","03/08/2024 10:37","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart","Single Stream","Not Ready","20%","03/08/2024 12:38","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","0%","03/09/2024 06:39","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","40%","03/09/2024 06:40","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","100%","03/09/2024 06:42","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","0%","03/09/2024 06:42","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","0%","03/09/2024 06:43","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Not Ready","20%","03/09/2024 06:46","-"
"1526400","111 Cummington Mall","Smart Max","Waste","Not Ready","0%","03/09/2024 06:48","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","0%","03/09/2024 06:53","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","40%","03/09/2024 06:55","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Not Ready","0%","03/09/2024 06:55","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","80%","03/09/2024 07:17","-"
"1526483","34 Buswell St","Smart Max","Waste","Not Ready","20%","03/09/2024 07:19","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","0%","03/09/2024 07:30","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","03/09/2024 08:44","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","03/09/2024 08:47","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","03/09/2024 08:48","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","03/09/2024 08:51","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Not Ready","40%","03/09/2024 08:56","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Fullness","60%","03/09/2024 08:58","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Not Ready","0%","03/09/2024 08:58","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","20%","03/09/2024 08:59","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","20%","03/09/2024 09:00","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","100%","03/09/2024 09:04","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","03/09/2024 09:05","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","03/09/2024 09:10","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","03/09/2024 09:19","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","0%","03/09/2024 09:19","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","0%","03/09/2024 09:21","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","0%","03/09/2024 09:23","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","03/09/2024 09:23","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","80%","03/09/2024 09:24","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","20%","03/09/2024 09:26","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Fullness","80%","03/09/2024 09:32","-"
"1526462","745 Comm Ave","Smart Max","Waste","Not Ready","20%","03/09/2024 09:36","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","20%","03/09/2024 09:37","-"
