Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2024 - December 31  2024
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1526482","120 Ashford St","Smart Max","Waste","Not Ready","20%","01/06/2024 11:13","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","20%","01/06/2024 11:14","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","0%","01/06/2024 11:17","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","0%","01/07/2024 08:13","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","0%","01/07/2024 18:27","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","01/08/2024 06:24","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","01/08/2024 06:58","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/08/2024 07:03","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/09/2024 06:51","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","100%","01/09/2024 09:19","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","20%","01/09/2024 09:30","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","0%","01/09/2024 09:33","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","0%","01/09/2024 09:35","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","0%","01/09/2024 09:36","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/09/2024 09:39","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","01/10/2024 06:47","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","01/10/2024 07:32","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","20%","01/10/2024 09:36","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/11/2024 06:37","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/11/2024 07:17","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","20%","01/11/2024 08:02","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Not Ready","0%","01/11/2024 08:06","-"
"1526511","595 Comm Ave Garage P1 East","Smart Max","Waste","Fullness","80%","01/11/2024 09:12","-"
"1526508","595 Comm Ave Garage P2 East","Smart Max","Waste","Fullness","80%","01/11/2024 09:16","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","80%","01/11/2024 09:35","-"
"1526518","Agganis Arena Garage P1 West (North end)","Smart Max","Waste","Fullness","60%","01/11/2024 09:43","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","20%","01/11/2024 14:44","-"
"1526386","Agganis Arena Garage P2 East (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Not Ready","40%","01/11/2024 21:33","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/12/2024 05:59","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","01/12/2024 06:10","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/12/2024 06:53","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","60%","01/12/2024 08:34","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/12/2024 12:54","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","60%","01/12/2024 12:54","-"
"1526467","Campus Center","Smart","Single Stream","Not Ready","20%","01/12/2024 13:01","-"
"1526467","Campus Center","Smart Max","Waste","Not Ready","0%","01/12/2024 13:01","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","20%","01/12/2024 13:06","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","01/12/2024 13:06","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","20%","01/12/2024 14:34","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","20%","01/12/2024 14:39","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","100%","01/12/2024 17:38","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","20%","01/13/2024 06:26","-"
"1526483","34 Buswell St","Smart Max","Waste","Not Ready","0%","01/13/2024 06:29","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","20%","01/13/2024 06:32","-"
"1526463","718 Comm Ave","Smart Max","Waste","Fullness","60%","01/13/2024 09:52","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","20%","01/13/2024 09:55","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","20%","01/13/2024 09:59","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Not Ready","0%","01/13/2024 09:59","-"
"1526400","111 Cummington Mall","Smart Max","Waste","Not Ready","20%","01/13/2024 10:01","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","20%","01/13/2024 10:06","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","0%","01/13/2024 10:06","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Not Ready","40%","01/13/2024 10:09","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","0%","01/13/2024 10:17","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","01/13/2024 10:24","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","100%","01/13/2024 10:27","-"
"500002836","665 Commonwealth Ave. Allyway Walk Way Jenga Building","Smart Max","Waste","Fullness","100%","01/13/2024 10:30","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","01/13/2024 10:31","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","20%","01/13/2024 11:39","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Not Ready","20%","01/13/2024 11:41","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","20%","01/13/2024 11:42","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/13/2024 11:43","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","01/13/2024 11:49","-"
"500002835","18 Granby St","Smart Max","Waste","Not Ready","0%","01/13/2024 11:53","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","01/13/2024 12:15","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","01/13/2024 12:17","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","01/13/2024 12:21","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","20%","01/13/2024 12:22","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","01/13/2024 12:23","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","01/13/2024 12:28","-"
"500002838","665 Commonwealth Ave @ Jenga Building","Smart Max","Waste","Not Ready","20%","01/13/2024 12:28","-"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","20%","01/13/2024 12:32","-"
"500002839","665 Commonwealth Ave - @ Granby Jenga Building","Smart Max","Waste","Not Ready","20%","01/13/2024 12:32","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","20%","01/13/2024 12:40","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","40%","01/13/2024 12:46","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","0%","01/13/2024 12:47","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","0%","01/13/2024 12:47","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","20%","01/13/2024 13:00","-"
"1526469","33 Agganis Way","Smart Max","Waste","Not Ready","20%","01/13/2024 13:01","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","20%","01/13/2024 13:04","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","01/13/2024 13:05","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","0%","01/13/2024 13:06","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Fullness","100%","01/13/2024 13:06","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","0%","01/13/2024 13:08","-"
"1526482","120 Ashford St","Smart Max","Waste","Not Ready","20%","01/13/2024 13:08","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","01/15/2024 09:44","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","01/15/2024 09:47","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/15/2024 09:47","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","100%","01/15/2024 09:49","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","0%","01/15/2024 09:49","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart Max","Waste","Not Ready","20%","01/15/2024 09:56","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","0%","01/15/2024 10:07","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","0%","01/15/2024 10:08","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","0%","01/15/2024 10:10","-"
"500002835","18 Granby St","Smart Max","Waste","Not Ready","0%","01/15/2024 10:10","-"
"500002837","665 Commonwealth Avenue At Granby - Jenga Building","Smart Max","Waste","Not Ready","0%","01/15/2024 10:12","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","01/15/2024 10:14","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","01/15/2024 10:20","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","0%","01/15/2024 10:21","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","0%","01/15/2024 10:23","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","01/15/2024 10:24","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","20%","01/15/2024 10:31","-"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","0%","01/15/2024 10:32","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","0%","01/15/2024 10:34","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Not Ready","0%","01/15/2024 10:40","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","20%","01/15/2024 11:56","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Not Ready","20%","01/15/2024 12:00","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","0%","01/15/2024 12:59","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Fullness","100%","01/15/2024 13:01","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","0%","01/15/2024 13:08","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","20%","01/15/2024 13:09","-"
"1526506","700 Comm Ave Garage - 3C","Smart Max","Waste","Fullness","80%","01/15/2024 14:09","-"
"1526517","700 Comm Ave Garage - 3B","Smart Max","Waste","Not Ready","20%","01/15/2024 14:17","-"
"1526457","700 Comm Ave Garage - 3A","Smart Max","Waste","Not Ready","40%","01/15/2024 14:19","-"
"1526513","Agganis Arena Garage P1 West","Smart Max","Waste","Fullness","60%","01/15/2024 14:54","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Not Ready","40%","01/15/2024 14:55","-"
"1526518","Agganis Arena Garage P1 West (North end)","Smart Max","Waste","Not Ready","0%","01/15/2024 15:00","-"
"1526469","33 Agganis Way","Smart Max","Waste","Not Ready","0%","01/15/2024 15:02","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","0%","01/15/2024 15:05","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","20%","01/15/2024 15:07","-"
"1526386","Agganis Arena Garage P2 East (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Not Ready","20%","01/15/2024 15:14","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","20%","01/16/2024 07:55","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/16/2024 07:55","-"
"1526467","Campus Center","Smart Max","Waste","Not Ready","0%","01/16/2024 08:02","-"
"1526467","Campus Center","Smart","Single Stream","Not Ready","20%","01/16/2024 08:02","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","20%","01/16/2024 08:07","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","01/16/2024 08:07","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","01/16/2024 08:12","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/16/2024 08:20","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Fullness","60%","01/17/2024 10:19","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/17/2024 11:59","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","100%","01/17/2024 11:59","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Alert"," Alert - Unknown Fullness","01/18/2024 09:01","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/18/2024 09:01","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","80%","01/18/2024 09:19","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","40%","01/18/2024 09:25","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/18/2024 10:00","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","40%","01/18/2024 16:11","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/18/2024 16:11","-"
"1526467","Campus Center","Smart","Single Stream","Not Ready","40%","01/18/2024 16:15","-"
"1526467","Campus Center","Smart Max","Waste","Not Ready","0%","01/18/2024 16:15","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","20%","01/18/2024 16:19","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Not Ready","40%","01/19/2024 07:45","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","80%","01/19/2024 09:10","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","100%","01/19/2024 09:15","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","20%","01/19/2024 09:15","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","80%","01/19/2024 09:16","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Fullness","100%","01/19/2024 09:18","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Fullness","100%","01/19/2024 09:19","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Fullness","100%","01/19/2024 09:23","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart","Single Stream","Fullness","80%","01/19/2024 09:24","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Fullness","100%","01/19/2024 10:13","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","01/19/2024 10:18","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart","Single Stream","Fullness","100%","01/19/2024 10:49","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","100%","01/19/2024 11:11","-"
"500002835","18 Granby St","Smart","Single Stream","Fullness","100%","01/19/2024 11:12","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","0%","01/19/2024 12:45","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","01/19/2024 12:45","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","20%","01/19/2024 12:46","-"
"1526511","595 Comm Ave Garage P1 East","Smart Max","Waste","Fullness","80%","01/19/2024 14:33","-"
"1526515","595 Comm Ave Garage P3 West","Smart Max","Waste","Fullness","60%","01/19/2024 14:39","-"
"1526516","595 Comm Ave Garage P2 West","Smart Max","Waste","Fullness","60%","01/19/2024 14:40","-"
"1526519","595 Comm Ave Garage P3 East","Smart Max","Waste","Fullness","80%","01/19/2024 14:43","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart","Single Stream","Fullness","100%","01/20/2024 04:13","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","20%","01/20/2024 04:16","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","40%","01/20/2024 04:27","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","60%","01/20/2024 04:31","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Fullness","100%","01/20/2024 04:32","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","100%","01/20/2024 05:23","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","0%","01/20/2024 07:05","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","40%","01/20/2024 07:08","-"
"1526483","34 Buswell St","Smart Max","Waste","Not Ready","0%","01/20/2024 07:18","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","20%","01/20/2024 07:20","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","100%","01/20/2024 07:33","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","01/20/2024 07:34","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","100%","01/20/2024 07:36","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Not Ready","0%","01/20/2024 07:44","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/20/2024 07:46","-"
"500002835","18 Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/20/2024 07:49","-"
"500002840","Behind 665 Comm Ave In Ally Way At Jenga Building","Smart Max","Waste","Not Ready","20%","01/20/2024 07:51","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","01/20/2024 08:03","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","01/20/2024 08:04","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","0%","01/20/2024 08:08","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","20%","01/20/2024 08:11","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","20%","01/20/2024 08:14","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Fullness","80%","01/20/2024 08:19","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","20%","01/20/2024 08:21","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","0%","01/20/2024 08:23","-"
