Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2022 - December 31  2022
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/03/2022 10:55","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","40%","01/03/2022 10:55","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","40%","01/03/2022 10:59","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","80%","01/03/2022 11:26","-"
"1526513","Agganis Arena Garage P1 West","Smart Max","Waste","Fullness","80%","01/03/2022 11:31","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/04/2022 07:27","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/04/2022 07:57","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/04/2022 09:48","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/04/2022 09:48","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/04/2022 15:29","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/05/2022 07:51","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/05/2022 09:37","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/05/2022 09:37","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","01/05/2022 10:30","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","01/06/2022 07:12","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","01/06/2022 07:16","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","01/06/2022 07:19","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","01/06/2022 07:21","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","01/06/2022 07:26","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","01/06/2022 07:33","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","0%","01/06/2022 07:34","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","01/06/2022 07:34","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","0%","01/06/2022 07:34","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","0%","01/06/2022 07:35","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","20%","01/06/2022 07:36","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","01/06/2022 07:37","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","01/06/2022 07:40","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/06/2022 10:16","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/06/2022 10:16","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","40%","01/06/2022 15:52","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/06/2022 15:52","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","01/06/2022 16:08","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","60%","01/06/2022 16:08","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","01/07/2022 10:55","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/07/2022 10:55","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/07/2022 16:22","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","01/07/2022 16:31","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/07/2022 16:36","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/07/2022 16:39","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","60%","01/08/2022 05:56","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","20%","01/08/2022 06:11","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","60%","01/08/2022 06:17","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","0%","01/08/2022 07:12","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/08/2022 07:12","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/08/2022 07:12","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","0%","01/08/2022 07:15","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","0%","01/08/2022 07:18","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","01/08/2022 07:26","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","20%","01/09/2022 06:28","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","20%","01/09/2022 06:33","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","20%","01/09/2022 06:35","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","20%","01/09/2022 06:36","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","0%","01/09/2022 06:37","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Not Ready","20%","01/09/2022 06:40","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","0%","01/09/2022 06:44","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","20%","01/09/2022 06:47","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart Max","Waste","Not Ready","20%","01/09/2022 06:49","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Not Ready","40%","01/09/2022 07:07","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","40%","01/09/2022 07:18","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","100%","01/09/2022 07:22","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","0%","01/09/2022 07:31","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","01/09/2022 07:37","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/09/2022 08:06","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/09/2022 08:06","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/09/2022 08:40","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","60%","01/09/2022 08:49","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","01/09/2022 08:54","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","80%","01/09/2022 09:00","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","20%","01/09/2022 09:01","-"
"1526482","120 Ashford St","Smart Max","Waste","Fullness","60%","01/09/2022 09:02","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","0%","01/10/2022 07:30","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","60%","01/10/2022 07:35","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","80%","01/10/2022 09:34","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","100%","01/10/2022 10:14","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/10/2022 10:17","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/10/2022 10:17","-"
"1526517","700 Comm Ave Garage - 3B","Smart Max","Waste","Fullness","60%","01/10/2022 10:27","-"
"1526515","595 Comm Ave Garage P3 West","Smart Max","Waste","Fullness","80%","01/10/2022 10:35","-"
"1526511","595 Comm Ave Garage P1 East","Smart Max","Waste","Fullness","80%","01/10/2022 10:43","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","01/10/2022 10:51","-"
"1522343","214 Bay State Road @ Granby St","Smart","Single Stream","Fullness","100%","01/10/2022 10:54","-"
"1526402","635 Comm Ave","Smart","Single Stream","Fullness","100%","01/10/2022 11:28","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Fullness","100%","01/10/2022 11:43","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Fullness","80%","01/10/2022 11:46","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Fullness","80%","01/10/2022 11:46","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart","Single Stream","Fullness","100%","01/10/2022 11:51","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Fullness","100%","01/10/2022 12:00","-"
"1526458","44 Cummington Mall","Smart","Single Stream","Fullness","80%","01/10/2022 12:01","-"
"1517448","610 Beacon St","Smart","Single Stream","Fullness","80%","01/10/2022 12:20","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/10/2022 16:05","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","60%","01/10/2022 16:05","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","01/10/2022 16:17","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","01/10/2022 16:17","-"
"1526520","Agganis Arena Garage P2 West (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Fullness","80%","01/11/2022 01:20","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/11/2022 07:44","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/11/2022 10:31","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/11/2022 10:31","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","0%","01/12/2022 07:10","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","01/12/2022 07:13","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","01/12/2022 07:17","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","01/12/2022 07:25","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","20%","01/12/2022 07:33","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","01/12/2022 07:36","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","0%","01/12/2022 07:36","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","01/12/2022 07:39","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","0%","01/12/2022 07:40","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","01/12/2022 07:42","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","01/12/2022 07:43","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/12/2022 07:43","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","0%","01/12/2022 07:46","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","0%","01/12/2022 07:46","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","20%","01/12/2022 10:14","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/12/2022 10:14","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","0%","01/12/2022 11:30","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","80%","01/12/2022 11:30","-"
"1526384","815 Albany St.","Smart Max","Waste","Fullness","60%","01/12/2022 13:56","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/12/2022 14:27","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/12/2022 18:06","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart","Single Stream","Fullness","80%","01/13/2022 07:22","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Fullness","100%","01/13/2022 07:33","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","01/13/2022 07:54","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Fullness","80%","01/13/2022 07:56","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","01/13/2022 10:35","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","01/13/2022 10:56","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/13/2022 10:56","-"
"1526483","34 Buswell St","Smart","Single Stream","Not Ready","60%","01/13/2022 12:55","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart","Single Stream","Not Ready","40%","01/13/2022 13:29","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Not Ready","60%","01/13/2022 13:36","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Not Ready","60%","01/13/2022 13:47","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Fullness","80%","01/13/2022 13:50","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Fullness","80%","01/13/2022 13:53","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","100%","01/13/2022 13:58","-"
"1526463","718 Comm Ave","Smart","Single Stream","Fullness","80%","01/13/2022 13:58","-"
"1526479","580 Comm Ave Street","Smart","Single Stream","Fullness","80%","01/13/2022 14:01","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/13/2022 14:11","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Fullness","80%","01/14/2022 06:46","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/14/2022 07:21","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","01/14/2022 07:30","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","60%","01/14/2022 08:04","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","01/14/2022 09:08","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Fullness","80%","01/14/2022 09:09","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","0%","01/14/2022 09:18","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart Max","Waste","Not Ready","20%","01/14/2022 09:19","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Not Ready","20%","01/14/2022 09:20","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","0%","01/14/2022 09:24","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Not Ready","0%","01/14/2022 09:26","-"
"1526400","111 Cummington Mall","Smart Max","Waste","Not Ready","20%","01/14/2022 09:28","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","20%","01/14/2022 09:34","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","20%","01/14/2022 09:37","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","20%","01/14/2022 09:38","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","0%","01/14/2022 09:46","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","20%","01/14/2022 09:47","-"
"1526483","34 Buswell St","Smart Max","Waste","Not Ready","20%","01/14/2022 10:01","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","20%","01/14/2022 10:04","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","100%","01/14/2022 10:08","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/14/2022 10:33","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/14/2022 10:33","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/14/2022 10:44","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/14/2022 10:47","-"
"1526400","111 Cummington Mall","Smart","Single Stream","Not Ready","60%","01/14/2022 11:32","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","0%","01/14/2022 11:39","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Fullness","80%","01/14/2022 12:36","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Not Ready","20%","01/14/2022 12:36","-"
"1526482","120 Ashford St","Smart","Single Stream","Fullness","80%","01/14/2022 12:43","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Fullness","80%","01/14/2022 12:46","-"
"1526508","595 Comm Ave Garage P2 East","Smart Max","Waste","Fullness","60%","01/14/2022 14:56","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","60%","01/14/2022 17:19","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/14/2022 17:19","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","01/14/2022 17:30","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","01/14/2022 17:30","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Alert"," Alert - Unknown Fullness","01/15/2022 08:18","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","01/15/2022 08:29","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","01/15/2022 08:38","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/15/2022 08:38","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","20%","01/15/2022 08:55","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","20%","01/16/2022 06:27","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Not Ready","0%","01/16/2022 06:29","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","20%","01/16/2022 06:30","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Not Ready","20%","01/16/2022 06:32","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","20%","01/16/2022 06:37","-"
"1526459","610 Comm Ave","Smart Max","Waste","Not Ready","0%","01/16/2022 06:44","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","0%","01/16/2022 06:45","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart Max","Waste","Not Ready","0%","01/16/2022 06:45","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Not Ready","0%","01/16/2022 06:48","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","100%","01/16/2022 06:57","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","20%","01/16/2022 06:59","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","40%","01/16/2022 07:05","-"
"1517448","610 Beacon St","Smart Max","Waste","Fullness","60%","01/16/2022 07:12","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","01/16/2022 07:20","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","40%","01/16/2022 07:23","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","01/16/2022 07:26","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","20%","01/16/2022 07:34","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","01/16/2022 07:36","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","01/16/2022 07:37","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","01/16/2022 07:39","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","01/16/2022 07:40","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","0%","01/16/2022 07:41","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","0%","01/16/2022 07:41","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","01/16/2022 07:42","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","20%","01/16/2022 07:44","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","100%","01/16/2022 08:03","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","20%","01/16/2022 09:09","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","60%","01/16/2022 11:11","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","01/16/2022 18:29","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","0%","01/17/2022 06:08","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","100%","01/17/2022 06:20","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","01/17/2022 06:40","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","01/17/2022 09:59","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","80%","01/17/2022 10:00","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","100%","01/17/2022 10:10","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","80%","01/17/2022 10:11","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/17/2022 10:11","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","60%","01/17/2022 10:23","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Fullness","80%","01/18/2022 07:36","-"
"1526506","700 Comm Ave Garage - 3C","Smart","Single Stream","Fullness","80%","01/18/2022 07:38","-"
"1526506","700 Comm Ave Garage - 3C","Smart Max","Waste","Fullness","60%","01/18/2022 07:38","-"
"1526517","700 Comm Ave Garage - 3B","Smart Max","Waste","Not Ready","40%","01/18/2022 07:42","-"
"1526457","700 Comm Ave Garage - 3A","Smart","Single Stream","Not Ready","60%","01/18/2022 07:42","-"
"1526457","700 Comm Ave Garage - 3A","Smart Max","Waste","Not Ready","40%","01/18/2022 07:42","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Fullness","60%","01/18/2022 07:42","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Fullness","60%","01/18/2022 08:24","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","01/18/2022 08:55","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","01/18/2022 10:42","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","01/18/2022 10:42","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Not Ready","0%","01/18/2022 11:38","-"
"1526518","Agganis Arena Garage P1 West (North end)","Smart Max","Waste","Fullness","80%","01/18/2022 11:38","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","01/19/2022 07:18","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","40%","01/19/2022 09:23","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","100%","01/19/2022 09:38","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","20%","01/19/2022 09:38","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","01/19/2022 10:15","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Fullness","100%","01/19/2022 10:15","-"
"1526490","180 Riverway","Smart","Single Stream","Fullness","80%","01/19/2022 10:28","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","20%","01/19/2022 10:28","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","01/19/2022 10:30","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","40%","01/19/2022 10:31","-"
