Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2022 - December 31  2022
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","02/21/2022 08:25","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","20%","02/21/2022 08:26","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","02/21/2022 08:28","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","0%","02/21/2022 08:29","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","02/21/2022 08:30","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","100%","02/21/2022 08:32","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","0%","02/21/2022 08:32","-"
"1526483","34 Buswell St","Smart","Single Stream","Fullness","80%","02/21/2022 08:34","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","0%","02/21/2022 08:34","-"
"1526402","635 Comm Ave","Smart Max","Waste","Not Ready","0%","02/21/2022 08:37","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","0%","02/21/2022 08:46","-"
"1526462","745 Comm Ave","Smart Max","Waste","Not Ready","40%","02/21/2022 09:00","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Fullness","80%","02/21/2022 09:03","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","20%","02/21/2022 09:13","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","100%","02/21/2022 09:16","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","40%","02/21/2022 09:17","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","0%","02/21/2022 09:20","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","02/21/2022 09:22","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","20%","02/21/2022 09:27","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","0%","02/21/2022 09:28","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Fullness","100%","02/21/2022 09:29","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Not Ready","20%","02/21/2022 09:30","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","80%","02/21/2022 09:35","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart Max","Waste","Fullness","100%","02/21/2022 09:35","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","60%","02/21/2022 09:40","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","02/21/2022 09:44","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","80%","02/21/2022 09:51","-"
"1526469","33 Agganis Way","Smart","Single Stream","Not Ready","40%","02/21/2022 09:51","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Fullness","60%","02/21/2022 09:53","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","0%","02/21/2022 09:53","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Fullness","60%","02/21/2022 09:57","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","20%","02/21/2022 09:58","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Fullness","60%","02/21/2022 10:05","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","02/21/2022 10:56","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/21/2022 10:56","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","100%","02/21/2022 11:08","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart","Single Stream","Fullness","100%","02/21/2022 11:54","-"
"1526461","745 Comm Ave (Behind Building)","Smart","Single Stream","Not Ready","40%","02/21/2022 11:58","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","02/21/2022 12:24","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Fullness","80%","02/21/2022 12:24","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Fullness","80%","02/21/2022 12:27","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Fullness","80%","02/21/2022 12:29","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Fullness","80%","02/21/2022 12:31","-"
"1526385","685 Comm Ave","Smart","Single Stream","Fullness","100%","02/21/2022 12:47","-"
"1526395","755 Comm Ave","Smart","Single Stream","Fullness","80%","02/21/2022 12:48","-"
"1526482","120 Ashford St","Smart","Single Stream","Not Ready","60%","02/21/2022 12:53","-"
"1513540","820 Comm Ave. Right side of Bldg","Smart","Single Stream","Fullness","80%","02/21/2022 13:22","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","02/22/2022 08:31","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","20%","02/22/2022 08:38","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/22/2022 10:39","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","02/22/2022 10:39","-"
"1526513","Agganis Arena Garage P1 West","Smart Max","Waste","Not Ready","20%","02/22/2022 10:46","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","20%","02/22/2022 10:57","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Not Ready","20%","02/22/2022 10:58","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","02/22/2022 11:08","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","02/22/2022 11:09","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Fullness","80%","02/22/2022 12:40","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Not Ready","60%","02/22/2022 12:44","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","40%","02/22/2022 15:12","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Fullness","80%","02/22/2022 15:19","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","02/23/2022 10:09","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","20%","02/23/2022 10:20","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","20%","02/23/2022 10:47","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","02/23/2022 11:04","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/23/2022 11:04","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","02/23/2022 14:34","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","40%","02/24/2022 06:55","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Fullness","80%","02/24/2022 07:00","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","02/24/2022 07:14","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","40%","02/24/2022 07:19","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","02/24/2022 07:22","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","02/24/2022 07:23","-"
"1526393","565 Comm Ave","Smart Max","Waste","Fullness","100%","02/24/2022 07:32","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","0%","02/24/2022 09:58","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Fullness","100%","02/24/2022 10:02","-"
"1526463","718 Comm Ave","Smart Max","Waste","Fullness","60%","02/24/2022 10:03","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Fullness","100%","02/24/2022 10:04","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Not Ready","40%","02/24/2022 10:05","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","02/24/2022 10:09","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","80%","02/24/2022 10:09","-"
"1526459","610 Comm Ave","Smart Max","Waste","Fullness","60%","02/24/2022 10:12","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","40%","02/24/2022 10:14","-"
"1526516","595 Comm Ave Garage P2 West","Smart Max","Waste","Fullness","80%","02/24/2022 10:43","-"
"1526511","595 Comm Ave Garage P1 East","Smart Max","Waste","Fullness","60%","02/24/2022 10:49","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","40%","02/24/2022 11:06","-"
"1526513","Agganis Arena Garage P1 West","Smart Max","Waste","Not Ready","20%","02/24/2022 11:15","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/24/2022 11:41","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","02/24/2022 11:41","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart Max","Waste","Not Ready","20%","02/24/2022 13:03","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","60%","02/24/2022 13:07","-"
"1526380","675 Comm Ave","Smart Max","Waste","Not Ready","40%","02/24/2022 13:13","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","100%","02/24/2022 13:15","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","100%","02/24/2022 13:21","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Fullness","60%","02/24/2022 13:23","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","20%","02/24/2022 13:24","-"
"1526472","1 University Rd @ Comm Ave","Smart Max","Waste","Not Ready","20%","02/24/2022 13:29","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Not Ready","40%","02/24/2022 13:29","-"
"1526392","617 Comm Ave","Smart","Single Stream","Fullness","80%","02/24/2022 13:30","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Not Ready","20%","02/24/2022 13:31","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","100%","02/24/2022 13:32","-"
"1526395","755 Comm Ave","Smart","Single Stream","Not Ready","60%","02/24/2022 13:35","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Fullness","100%","02/24/2022 14:07","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Fullness","80%","02/24/2022 14:09","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","100%","02/24/2022 14:40","-"
"1522343","214 Bay State Road @ Granby St","Smart","Single Stream","Fullness","100%","02/24/2022 14:41","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart","Single Stream","Fullness","100%","02/24/2022 14:53","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart","Single Stream","Fullness","100%","02/24/2022 15:02","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Fullness","80%","02/24/2022 15:08","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Not Ready","60%","02/24/2022 15:16","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Fullness","100%","02/24/2022 15:17","-"
"1526383","700 Comm Ave Subway","Smart","Single Stream","Fullness","80%","02/24/2022 15:19","-"
"1526459","610 Comm Ave","Smart","Single Stream","Not Ready","60%","02/24/2022 15:22","-"
"1526479","580 Comm Ave Street","Smart","Single Stream","Fullness","100%","02/24/2022 15:24","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Not Ready","60%","02/24/2022 15:52","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Fullness","80%","02/24/2022 16:03","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","80%","02/25/2022 10:46","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/25/2022 10:46","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","02/26/2022 07:47","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/26/2022 07:47","-"
"1526458","44 Cummington Mall","Smart","Single Stream","Fullness","80%","02/26/2022 07:49","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","80%","02/26/2022 11:03","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Fullness","60%","02/26/2022 11:07","-"
"1526402","635 Comm Ave","Smart","Single Stream","Fullness","100%","02/26/2022 11:28","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","100%","02/26/2022 11:28","-"
"1526388","590 Comm Ave. Courtyard","Smart","Single Stream","Fullness","80%","02/26/2022 11:31","-"
"1526514","Agganis Arena Garage P2 West (North End)  (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Fullness","60%","02/27/2022 00:04","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","40%","02/27/2022 06:02","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","20%","02/27/2022 06:09","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","80%","02/27/2022 06:11","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","40%","02/27/2022 06:16","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","02/27/2022 06:28","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","20%","02/27/2022 06:44","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","02/27/2022 06:52","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","0%","02/27/2022 06:54","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","40%","02/27/2022 07:04","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart Max","Waste","Not Ready","20%","02/27/2022 07:06","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","0%","02/27/2022 07:08","-"
"1526385","685 Comm Ave","Smart Max","Waste","Fullness","100%","02/27/2022 07:10","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Alert"," Alert - Unknown Fullness","02/27/2022 07:11","-"
"1526397","575 Comm Ave","Smart Max","Waste","Not Ready","20%","02/27/2022 07:12","-"
"1526462","745 Comm Ave","Smart Max","Waste","Fullness","100%","02/27/2022 07:12","-"
"1526391","595 Comm ave Right Entrance","Smart Max","Waste","Not Ready","20%","02/27/2022 07:18","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","02/27/2022 07:19","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","20%","02/27/2022 07:19","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Fullness","80%","02/27/2022 07:21","-"
"1526469","33 Agganis Way","Smart Max","Waste","Fullness","60%","02/27/2022 07:24","-"
"1526392","617 Comm Ave","Smart Max","Waste","Fullness","80%","02/27/2022 07:28","-"
"1526402","635 Comm Ave","Smart Max","Waste","Fullness","60%","02/27/2022 07:31","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","60%","02/27/2022 07:32","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","40%","02/27/2022 07:34","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","02/27/2022 07:36","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/27/2022 07:36","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/27/2022 17:37","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","02/28/2022 07:33","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","40%","02/28/2022 07:49","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","02/28/2022 07:49","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","02/28/2022 07:58","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","02/28/2022 07:58","-"
"1526482","120 Ashford St","Smart Max","Waste","Fullness","60%","02/28/2022 09:47","-"
"1526499","278 Babcock St @ Gardner - New Balance Field Main Entrance","Smart Max","Waste","Not Ready","20%","02/28/2022 09:56","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Fullness","60%","02/28/2022 09:57","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Fullness","100%","02/28/2022 10:07","-"
"1526509","595 Comm Ave Garage P1 West","Smart Max","Waste","Fullness","80%","02/28/2022 10:30","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","02/28/2022 10:31","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","80%","02/28/2022 10:38","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Fullness","80%","02/28/2022 10:45","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart","Single Stream","Fullness","80%","02/28/2022 11:59","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Fullness","80%","02/28/2022 12:27","-"
"1517448","610 Beacon St","Smart","Single Stream","Fullness","100%","02/28/2022 12:29","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","100%","02/28/2022 12:52","-"
"1526483","34 Buswell St","Smart","Single Stream","Fullness","80%","02/28/2022 12:53","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","80%","02/28/2022 13:06","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Fullness","100%","02/28/2022 13:29","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Fullness","100%","02/28/2022 13:29","-"
"1526469","33 Agganis Way","Smart","Single Stream","Fullness","100%","02/28/2022 13:34","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","100%","02/28/2022 14:44","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Fullness","100%","02/28/2022 14:45","-"
"1526385","685 Comm Ave","Smart","Single Stream","Fullness","100%","02/28/2022 14:48","-"
"1522343","214 Bay State Road @ Granby St","Smart","Single Stream","Not Ready","60%","02/28/2022 14:48","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Fullness","100%","02/28/2022 14:53","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","02/28/2022 14:55","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","100%","03/01/2022 07:59","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","40%","03/01/2022 08:05","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Fullness","80%","03/01/2022 08:10","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Fullness","60%","03/01/2022 08:10","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","03/01/2022 08:13","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Fullness","100%","03/01/2022 08:19","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart","Single Stream","Not Ready","40%","03/01/2022 08:40","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","100%","03/01/2022 10:32","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","100%","03/01/2022 10:35","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","03/01/2022 10:55","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","03/01/2022 10:55","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Fullness","60%","03/01/2022 12:37","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Not Ready","60%","03/01/2022 12:40","-"
"1526380","675 Comm Ave","Smart","Single Stream","Fullness","100%","03/01/2022 12:45","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart","Single Stream","Fullness","80%","03/01/2022 13:28","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Not Ready","40%","03/01/2022 13:29","-"
"1526463","718 Comm Ave","Smart","Single Stream","Fullness","80%","03/01/2022 13:55","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","20%","03/02/2022 07:12","-"
"1526476","91 Bay State Rd","Smart Max","Waste","Not Ready","0%","03/02/2022 07:17","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Fullness","60%","03/02/2022 07:22","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","03/02/2022 07:26","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","40%","03/02/2022 07:29","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","0%","03/02/2022 07:45","-"
"1526480","595 Comm Ave Entrance Left Side","Smart Max","Waste","Not Ready","0%","03/02/2022 07:49","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","03/02/2022 08:00","-"
"1526392","617 Comm Ave","Smart Max","Waste","Not Ready","40%","03/02/2022 08:04","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","03/02/2022 10:58","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","03/02/2022 10:58","-"
"1526512","700 Comm Ave Garage - 2B","Smart Max","Waste","Not Ready","40%","03/02/2022 14:25","-"
"1526515","595 Comm Ave Garage P3 West","Smart Max","Waste","Fullness","60%","03/02/2022 14:35","-"
"1526520","Agganis Arena Garage P2 West (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Fullness","60%","03/02/2022 14:50","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","60%","03/03/2022 07:17","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Not Ready","20%","03/03/2022 07:23","-"
"1522343","214 Bay State Road @ Granby St","Smart Max","Waste","Not Ready","20%","03/03/2022 07:23","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/03/2022 07:27","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Fullness","100%","03/03/2022 08:33","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Fullness","80%","03/03/2022 08:34","-"
"1522343","214 Bay State Road @ Granby St","Smart","Single Stream","Not Ready","60%","03/03/2022 08:40","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","03/03/2022 10:50","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","03/03/2022 10:50","-"
"1526502","514 Park Dr","Smart","Single Stream","Fullness","100%","03/03/2022 11:19","-"
"1517448","610 Beacon St","Smart","Single Stream","Not Ready","20%","03/04/2022 07:10","-"
"1517448","610 Beacon St","Smart Max","Waste","Not Ready","0%","03/04/2022 07:10","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Fullness","80%","03/04/2022 07:12","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Not Ready","40%","03/04/2022 07:14","-"
"1526392","617 Comm Ave","Smart","Single Stream","Not Ready","60%","03/04/2022 07:15","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Not Ready","40%","03/04/2022 07:16","-"
"1526402","635 Comm Ave","Smart","Single Stream","Fullness","80%","03/04/2022 07:17","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","100%","03/04/2022 07:18","-"
"1526380","675 Comm Ave","Smart","Single Stream","Not Ready","40%","03/04/2022 07:21","-"
"1526385","685 Comm Ave","Smart","Single Stream","Not Ready","40%","03/04/2022 07:22","-"
"1526395","755 Comm Ave","Smart","Single Stream","Fullness","80%","03/04/2022 07:27","-"
"1526465","771 Comm Ave","Smart","Single Stream","Fullness","80%","03/04/2022 07:29","-"
"1526472","1 University Rd @ Comm Ave","Smart","Single Stream","Fullness","100%","03/04/2022 07:31","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","03/04/2022 07:33","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Not Ready","40%","03/04/2022 07:36","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","03/04/2022 07:37","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","80%","03/04/2022 07:38","-"
"1526380","675 Comm Ave","Smart Max","Waste","Fullness","80%","03/04/2022 07:41","-"
"1526478","595 Comm Ave @ Silber Way","Smart Max","Waste","Not Ready","20%","03/04/2022 07:45","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","40%","03/04/2022 07:46","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","03/04/2022 07:49","-"
"1526462","745 Comm Ave","Smart Max","Waste","Not Ready","40%","03/04/2022 07:50","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","20%","03/04/2022 07:54","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","03/04/2022 07:56","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Fullness","60%","03/04/2022 07:58","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Not Ready","40%","03/04/2022 07:58","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","20%","03/04/2022 08:04","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","20%","03/04/2022 08:05","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Fullness","80%","03/04/2022 08:53","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","03/04/2022 08:55","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Fullness","60%","03/04/2022 08:57","-"
"1526500","226 Bay State Rd","Smart","Single Stream","Fullness","100%","03/04/2022 08:59","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Fullness","100%","03/04/2022 08:59","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Fullness","60%","03/04/2022 09:01","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","20%","03/04/2022 09:56","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","03/04/2022 09:57","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Fullness","80%","03/04/2022 10:30","-"
